Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Queso,18.47,8,2025-12-20,Horacio Casals Cifuentes,Cádiz
Huevos,14.41,4,2026-01-26,África Barberá Gelabert,Albacete
Café,3.86,6,2026-04-04,Fausto del Vilar,Palencia
Huevos,8.63,1,2026-03-28,Aureliano Robles Mulet,Ourense
Azúcar,7.67,5,2026-03-23,Claudio Puerta,Málaga
Arroz,18.69,6,2025-09-26,Lina Reyes Cruz,Vizcaya
Pollo,19.05,1,2026-03-11,Saturnino de Mateu,Salamanca
Arroz,15.76,1,2025-07-18,Gerónimo Reina Hernández,Lleida
Carne,9.07,8,2025-12-09,Verónica Hoz Marquez,Guadalajara
Queso,15.71,8,2025-08-20,Violeta Pinedo Ferreras,Ourense
Leche,3.33,8,2026-03-13,Máxima Molins Sobrino,Castellón
Carne,9.03,5,2025-10-22,María Manuela Consuelo Sanchez Crespi,Melilla
Café,17.95,3,2025-09-26,Victor Grau Castellanos,Córdoba
Café,14.49,6,2025-06-13,Merche Barberá-Palau,Madrid
Arroz,2.7,10,2026-05-02,Eva Ramos Blanco,Las Palmas
Arroz,16.72,9,2026-05-14,Dani del Amador,Cádiz
Azúcar,19.41,5,2025-07-15,Ulises González,Las Palmas
Carne,14.75,6,2025-08-09,Graciana Brígida Goñi Arana,Lugo
Azúcar,6.8,1,2026-02-28,Inocencio Jove Girona,Cádiz
Carne,0.87,3,2026-01-04,María Dolores Seco-Barrios,Ciudad
Pollo,12.68,2,2026-04-21,Inocencio Taboada-Rosa,León
Carne,9.86,4,2025-07-24,Onofre de Noriega,Tarragona
Arroz,16.18,6,2026-04-13,Georgina Aguado Vaquero,Alicante
Pollo,8.24,3,2025-10-22,Marcos Lara Bauzà,Álava
Carne,17.68,10,2025-09-08,Jovita Toledo Riquelme,Asturias
Queso,1.9,8,2026-04-13,Calisto Ortuño Mata,Almería
Azúcar,8.27,2,2025-10-02,Berto Sanmiguel Mayo,Zamora
Café,14.68,9,2026-04-30,Almudena del Barriga,Las Palmas
Huevos,3.11,8,2025-10-22,Plácido Bejarano-Casares,Baleares
Queso,8.56,3,2025-06-11,Venceslás Lledó Naranjo,Guadalajara
Carne,16.41,1,2026-01-25,Luz Luisa Hoyos Palacios,Girona
Azúcar,13.58,2,2026-04-03,Valero Niño Prats,Lugo
Carne,8.72,5,2026-04-14,Agustina Ariño Reina,La Coruña
Pollo,0.91,9,2025-12-30,Amado de Vélez,Granada
Queso,11.14,7,2025-12-16,Mónica Soledad Calatayud Rueda,Soria
Café,6.64,7,2026-01-26,Angelita Collado Maestre,Pontevedra
Queso,7.85,7,2025-08-05,René Valera Alberola,Almería
Leche,10.01,4,2025-08-21,Isidro Carbonell Sandoval,Ourense
Queso,10.29,2,2025-06-20,Cayetano Chaves Cabañas,Baleares
Carne,15.76,8,2025-10-24,Mauricio Cabanillas Ortega,Alicante
Aceite,5.37,7,2026-04-01,Maxi Cano Pereira,Córdoba
Café,8.53,6,2025-06-25,Eliseo Lozano Infante,Palencia
Azúcar,16.11,5,2026-05-08,María Fernanda Nadal-Cervantes,Vizcaya
Pollo,2.89,6,2025-11-03,Jimena Carrión,Zamora
Pan,17.03,7,2026-01-05,Jose Miguel Heras Nebot,Ávila
Huevos,4.42,4,2025-06-11,Eligia Oliveras Alvarado,Alicante
Huevos,1.53,7,2025-06-07,Óscar Almansa Duran,Albacete
Café,3.45,4,2026-02-15,Augusto Macias Coello,Cádiz
Pan,9.5,6,2025-07-17,Alex Vaquero Cabezas,Segovia
Pan,12.35,2,2026-03-28,Calisto Pascual Acuña,Palencia
Azúcar,2.72,7,2025-11-27,Gala Alexandra Jordán Marqués,Madrid
Huevos,2.48,1,2025-07-29,Angelina Blasco Clemente,Melilla
Aceite,6.08,1,2026-04-01,Eduardo Oller-Revilla,Zaragoza
Pollo,18.99,10,2025-07-23,Martin Bernabé Alvarez Calzada,Melilla
Azúcar,1.35,10,2025-06-09,Ale Pomares Ballesteros,Salamanca
Pan,16.38,4,2026-02-22,Gisela Melero Méndez,Madrid
Leche,8.18,2,2026-01-19,Lalo Roig,Zaragoza
Azúcar,15.31,5,2026-03-03,Olivia Borja Nieto,Ávila
Arroz,7.62,2,2025-06-28,Jennifer de Higueras,Lugo
Huevos,9.95,10,2025-07-31,Lorenzo Figuerola Páez,Sevilla
Carne,3.25,1,2025-12-27,Josefina Yáñez Clemente,Guadalajara
Leche,11.38,8,2026-04-10,Humberto Viñas Salinas,Segovia
Pan,3.44,6,2025-10-11,Abigaíl Ledesma,Valladolid
Pollo,7.17,2,2025-08-27,Ale Ferrán Cardona,Jaén
Café,3.72,7,2025-08-15,Jesusa del Belda,Teruel
Leche,10.14,7,2025-09-20,Eulalia Heras Borrell,Melilla
Arroz,10.04,10,2025-11-23,Gervasio Abellán Estrada,Salamanca
Café,11.01,10,2026-01-13,Damián Ortuño Crespi,Pontevedra
Huevos,15.63,8,2025-06-02,Graciano Capdevila Angulo,Huelva
Leche,14.98,1,2025-11-24,Edelmira Campos Prats,Teruel
Azúcar,2.52,9,2026-01-10,Daniela Prats Parra,Toledo
Arroz,12.29,3,2026-05-08,Heraclio Bautista Losada,León
Carne,3.93,7,2025-09-20,Jesús Timoteo Vallejo Quintero,Jaén
Café,17.79,8,2026-03-11,Victor Manuel Santos Hidalgo,Málaga
Pollo,4.77,1,2025-10-31,José Mari Olmo-Estrada,Melilla
Leche,5.77,3,2026-01-12,Juana Vazquez Vilaplana,Soria
Huevos,9.78,3,2025-09-27,Lina Maza Mateos,Cantabria
Café,11.51,3,2026-01-25,María Teresa Sanmiguel Sacristán,Ciudad
Arroz,12.39,6,2025-06-24,Augusto Daniel Cobos Colom,Guipúzcoa
Carne,5.16,8,2025-10-10,Esperanza Estrada Cáceres,Huelva
Huevos,11.32,8,2025-12-16,Lilia Herranz Madrid,Toledo
Pan,2.87,7,2025-11-04,Evita Tapia Castell,Barcelona
Aceite,6.64,1,2025-08-19,Trinidad Jove-Boada,Murcia
Pan,2.67,2,2026-03-26,Bartolomé Pedraza Rubio,Jaén
Café,19.4,4,2025-12-09,Alcides Sanchez Alvarado,Valladolid
Café,10.98,5,2026-01-29,Roque Huertas Hernando,Toledo
Carne,1.35,2,2025-07-03,Amador Velasco,Badajoz
Café,18.97,8,2026-04-18,Nieves Blazquez Nicolás,Segovia
Café,18.07,10,2025-10-04,Haydée Planas,Melilla
Café,15.4,8,2026-05-07,Bernabé Leal-Ledesma,Cantabria
Pan,3.21,4,2025-12-06,Adora del Tejera,Almería
Huevos,0.76,2,2025-06-30,Judith Bartolomé Vega,Ciudad
Pan,17.0,5,2025-10-29,Seve Luján,Asturias
Leche,3.83,3,2026-01-30,Desiderio Arjona Folch,Ávila
Huevos,11.21,3,2025-06-15,Bárbara Ramón Manzanares,Tarragona
Queso,5.68,3,2026-01-08,Miriam del Ricart,Badajoz
Azúcar,2.17,1,2025-06-20,Berto Jordán,Álava
Leche,11.94,9,2025-12-29,Domingo Carpio Boix,Ávila
Aceite,12.58,2,2025-07-13,Teófila Villalobos,Soria
Azúcar,2.72,2,2026-03-23,Eulalia Bustos Pozuelo,Las Palmas
Leche,17.84,5,2026-01-31,Nayara Guillén-Plana,Santa Cruz de Tenerife
Queso,7.19,9,2025-12-02,Leticia Báez Palacio,Soria
Café,5.9,4,2025-06-04,Débora Arévalo Macías,Toledo
Aceite,16.01,10,2026-04-23,Urbano Becerra Palomo,Guipúzcoa
Café,4.76,3,2025-07-09,José Antonio Aller Zurita,Cáceres
Café,4.09,8,2025-12-08,Arturo Font Viana,Pontevedra
Pollo,10.51,2,2026-03-09,Juanita Barrena Rovira,Guadalajara
Pollo,8.72,8,2026-02-28,Rafa Iriarte Lumbreras,Granada
Queso,9.24,2,2026-01-03,Etelvina Álamo Calderon,Almería
Queso,1.11,1,2025-12-01,Leticia Andrés Planas,Tarragona
Azúcar,2.42,2,2025-08-13,Poncio Valera Ledesma,Cantabria
Café,15.47,7,2025-12-19,Adrián Vives Huguet,Cantabria
Carne,18.1,10,2026-03-30,Máxima Castro Daza,Tarragona
Carne,10.38,6,2025-12-29,Eufemia Amador,Burgos
Pollo,5.98,10,2025-11-23,Cesar Ortiz Higueras,Zaragoza
Café,8.79,2,2025-12-27,Tristán Puente-Barragán,Soria
Azúcar,3.82,4,2025-12-31,Rufina Cabanillas Rodriguez,Ceuta
Huevos,6.65,4,2025-10-26,Héctor Tejero-Flor,Valladolid
Huevos,4.74,1,2026-02-24,Bernardino Valverde-Vélez,Asturias
Huevos,14.61,10,2025-08-28,América Jaén,Jaén
Queso,11.78,6,2025-07-08,Concha del Cid,Álava
Pan,3.46,4,2026-04-15,Florencia Anabel Olivé Nogueira,Alicante
Huevos,3.25,9,2026-02-23,Angélica Alcolea Capdevila,Sevilla
Leche,6.44,4,2025-10-24,Ramiro Riera Vizcaíno,Cádiz
Arroz,8.1,5,2026-04-20,Apolinar Zaragoza Cózar,Zamora
Café,7.82,1,2025-07-08,Abilio de Sarmiento,Cuenca
Aceite,8.05,10,2025-11-21,Judith Ortuño Company,Pontevedra
Queso,0.78,7,2026-04-25,Eloy Gallego-Quesada,Santa Cruz de Tenerife
Huevos,15.82,4,2025-09-12,Rebeca de Camino,Zamora
Leche,1.52,5,2025-10-07,Paula Requena Tur,Barcelona
Leche,12.62,6,2025-08-08,Danilo Jordán Garrido Pina,Tarragona
Pan,12.18,3,2025-06-29,Ángela del Perales,Málaga
Aceite,6.72,2,2025-08-18,José Manuel Galán Acosta,Murcia
Huevos,11.4,2,2026-05-17,Samanta Piñol-Francisco,Cuenca
Leche,5.76,10,2025-08-25,Iker Rosell Rozas,Valladolid
Aceite,6.8,1,2025-08-15,Manuelita Casanovas Cózar,Ourense
Huevos,19.39,1,2025-12-19,Julie Llorens-Torrijos,Málaga
Carne,15.98,3,2025-12-20,Cristian Romero Angulo,Madrid
Arroz,18.36,10,2025-11-20,Sarita Muro Miró,Almería
Queso,3.39,4,2025-12-09,Evita Alegria Campillo,Albacete
Carne,10.54,2,2025-10-31,Pastora de Acedo,Cuenca
Queso,18.55,5,2026-02-07,Antonia Roldan Peinado,Segovia
Leche,15.52,7,2025-12-03,Lucas Rivas,Barcelona
Queso,7.82,5,2025-07-29,Benigno Gallo Luís,Burgos
Huevos,7.6,1,2026-04-27,Elodia Capdevila-Portero,Segovia
Queso,10.86,2,2025-07-14,Heriberto Dani Segarra Salamanca,Baleares
Aceite,13.89,9,2026-02-04,Pánfilo Baró Ríos,Teruel
Arroz,10.25,1,2026-02-07,Feliciano Mayo Moll,Valencia
Carne,5.97,3,2025-07-11,Ricardo Alcázar Cerro,Albacete
Aceite,7.54,5,2026-01-30,Yésica Benítez Berenguer,Córdoba
Arroz,3.82,9,2025-08-25,Anastasia Priego Barón,Santa Cruz de Tenerife
Café,10.9,8,2025-07-13,Angelina Belmonte Céspedes,Cáceres
Café,4.49,6,2025-10-21,Julio César Ródenas Blazquez,Salamanca
Queso,19.41,9,2025-12-05,Imelda Velázquez-Escudero,Álava
Azúcar,7.29,4,2025-06-10,Benito Isaac Mateos Ramis,Cádiz
Pollo,15.76,6,2026-03-24,Octavio Leonardo Ramírez Ricart,Murcia
Pollo,11.43,9,2026-01-05,Lourdes de Benavides,Badajoz
Carne,10.55,2,2025-07-07,Flora de Gomila,Huesca
Pollo,6.06,4,2025-10-10,Bernardita Tejada-Romero,Teruel
Café,3.54,3,2026-03-20,Patricia Garriga Carlos,Lugo
Azúcar,15.7,2,2025-12-06,Jeremías Crespo Criado,Vizcaya
Pan,3.24,5,2025-06-09,León Lillo Guitart,Zamora
Leche,14.13,4,2025-09-22,Pepe de Oller,Cádiz
Aceite,9.12,10,2026-04-30,Blanca Herranz Almeida,La Rioja
Leche,3.96,10,2025-08-08,Nereida Bejarano Guerra,Tarragona
Queso,2.49,6,2025-11-13,René del Cárdenas,Huesca
Pollo,6.55,1,2026-01-28,Ofelia Tamayo Bustos,Las Palmas
Queso,19.38,4,2025-12-02,Albina Torrijos Bayona,Las Palmas
Café,15.94,4,2026-03-10,Ruy Sáez,Soria
Azúcar,5.63,7,2025-07-10,Eloísa de Bernal,Toledo
Azúcar,8.78,5,2025-10-11,Socorro Gargallo Cañellas,Alicante
Arroz,11.16,1,2025-06-26,Adoración Vives Viña,La Coruña
Queso,9.16,2,2026-05-14,Carlos Solana Saura,Guadalajara
Café,9.41,4,2025-09-01,Trinidad Marín-Querol,Madrid
Pan,13.28,3,2025-09-28,Armida Aragón-Esteban,Ávila
Huevos,15.95,8,2025-12-13,Zacarías Reina,Madrid
Pollo,13.31,2,2026-01-06,Alejo Leiva-Márquez,La Rioja
Azúcar,11.33,2,2025-10-17,Ofelia Antúnez Alarcón,Burgos
Queso,16.74,2,2026-01-19,Victor Bou Murcia,Soria
Aceite,13.2,3,2025-12-30,Tito Cantero Tapia,Barcelona
Leche,19.82,8,2025-06-03,Ariel Paniagua Salinas,Murcia
Huevos,2.37,3,2026-01-26,Porfirio Adadia Cordero,Soria
Pollo,1.99,6,2025-08-26,Manuel Grande Ureña,Huesca
Pollo,18.92,6,2026-01-14,José Luis Mata-Fernandez,Granada
Pollo,1.12,4,2025-06-28,Bárbara Santana Solano,Asturias
Café,19.12,5,2026-02-13,Jenaro Acero Herrero,Lugo
Queso,15.13,3,2025-09-02,Felipe Palomino Cepeda,Albacete
Aceite,9.83,5,2025-10-10,Lisandro Robledo Riquelme,Málaga
Arroz,17.26,7,2025-08-17,Flor Peñalver Rivero,Alicante
Azúcar,18.22,4,2025-07-02,Liliana Acevedo Campillo,Valladolid
Café,12.45,6,2025-12-12,Yolanda de Oliva,Vizcaya
Azúcar,7.49,3,2026-05-26,Faustino Mínguez Benavente,Ávila
Leche,10.04,10,2026-04-12,Ulises Falcón Martí,La Rioja
Carne,18.2,4,2026-05-17,Olalla Dominguez Fiol,León
Pollo,2.77,10,2025-11-14,Jessica Verdú Carvajal,Asturias
Huevos,1.31,2,2026-04-04,Sergio Llorente Pineda,Madrid
Queso,14.83,9,2026-05-20,Ramona Ayllón Parra,Almería
Huevos,15.38,1,2026-01-16,José María Soler González,Soria
Carne,19.48,9,2026-01-08,Débora Codina Belda,Ávila
Café,0.67,3,2026-05-27,Gustavo del Mercader,Cantabria
Queso,12.36,6,2025-10-24,Morena Abellán Castañeda,Zaragoza
Queso,16.57,7,2025-12-06,Coral del Mesa,Guadalajara
Carne,19.47,5,2025-07-21,Lázaro Fábregas Giralt,Ávila
Aceite,2.11,9,2026-05-03,Jose Miguel Narciso Rojas Meléndez,Navarra
Pan,7.99,2,2026-03-08,Julie del Orozco,Córdoba
Pan,16.77,6,2026-01-26,Ramón Morán Marquez,Girona
Arroz,5.45,7,2025-06-18,Carmelo de Viana,Pontevedra
Aceite,7.0,7,2025-09-11,Teófilo Anaya Ferrer,Barcelona
Pan,5.19,4,2026-02-06,Bernarda Gallardo Vila,Salamanca
Pan,4.47,9,2025-09-12,Chita Montaña Valero,Barcelona
Arroz,16.57,9,2025-10-03,Emilia Ordóñez-Castells,Granada
Carne,8.28,4,2025-06-22,Andrés Felipe de Castro,Santa Cruz de Tenerife
Pollo,1.72,7,2025-05-28,Edgardo Carbonell Lerma,Murcia
Pollo,3.79,6,2025-10-17,Rosario Botella Marin,Álava
Pan,4.9,10,2025-12-12,Dionisio Múñiz Toledo,Murcia
Azúcar,13.42,7,2025-12-24,Lilia Revilla Perez,Las Palmas
Carne,2.43,1,2025-09-14,Aurelia Sedano,Almería
Pan,9.12,2,2026-02-07,Iker Dávila Calvet,Badajoz
Azúcar,9.17,5,2025-07-20,Ricarda Torrents Camacho,La Coruña
Queso,9.09,5,2026-03-02,Tecla Cañellas Armas,Santa Cruz de Tenerife
Huevos,11.95,3,2026-01-18,Hernando Palomo Gimenez,Girona
Queso,4.71,3,2026-03-08,Jesús Cánovas Rico,La Coruña
Carne,7.23,10,2026-03-16,Dorotea Clavero,Soria
Arroz,11.63,5,2026-03-16,Hipólito Hidalgo Manrique,Soria
Queso,5.27,7,2026-01-13,Rosaura Luz Vallejo,Ciudad
Café,15.21,5,2025-11-28,Sofía de Carvajal,Castellón
Arroz,15.29,10,2026-03-16,Gerónimo Dávila Mate,Segovia
Azúcar,0.92,4,2025-06-06,Maximiliano Barrios,León
Huevos,6.05,3,2025-10-26,Emilia Montalbán-Batalla,La Rioja
Café,3.2,7,2026-05-01,Débora Álvaro Acevedo,Valladolid
Huevos,4.0,6,2026-05-08,Javier Campo Báez,Valladolid
Aceite,4.35,7,2026-04-05,Carlota Hernando-Montalbán,Lugo
Queso,19.93,7,2026-03-20,Milagros Agullo Casado,Álava
Café,7.73,10,2025-09-06,Ángeles Mamen Salmerón Ochoa,La Coruña
Queso,18.43,10,2025-12-07,Octavio Báez Llorente,Guipúzcoa
Queso,2.54,10,2026-05-15,Rebeca Belda Alcalde,Zamora
Arroz,9.48,4,2025-12-01,Lina Pi Yáñez,Castellón
Leche,5.49,1,2026-04-30,Eligio del Lastra,Tarragona
Azúcar,1.89,5,2025-05-28,Lisandro Pérez Castro,Valladolid
Queso,13.91,5,2025-09-19,Abraham Vera Girón,Cádiz
Café,18.4,10,2026-01-17,Albert Pinilla Millán,Santa Cruz de Tenerife
Pollo,13.76,4,2025-08-19,Martín Cañizares Macías,Cáceres
Aceite,6.82,1,2026-01-30,Florentina Mendez Montaña,Granada
Queso,11.72,9,2026-01-14,Teo Perales Company,Sevilla
Azúcar,12.59,9,2026-04-23,Toni Romeu,Cáceres
Huevos,6.9,5,2025-12-02,Cándida Andres Quintana,Asturias
Queso,3.71,6,2026-03-31,Heliodoro Araujo Noguera,Ávila
Carne,4.49,1,2025-08-31,Juan Francisco Pol,Almería
Queso,1.97,2,2025-07-18,Olimpia Canet Mata,Lugo
Leche,10.84,10,2025-12-14,Maxi Salvà Alfaro,Álava
Huevos,12.88,6,2026-02-14,Jaime de Sevillano,Madrid
Arroz,7.76,4,2026-03-21,Nereida Nayara Roldan España,Guadalajara
Huevos,18.51,1,2026-05-09,Melisa Dafne Calderon Benito,Cuenca
Pan,8.31,10,2025-08-25,Flor Pizarro Casanova,Guadalajara
Huevos,18.89,8,2026-05-14,Ángela Perea-Peral,Badajoz
Leche,9.1,6,2026-03-02,Paulina Paula Herrera Company,Jaén
Carne,18.1,6,2025-11-10,Donato Cardona,Cuenca
Pollo,4.45,9,2026-04-20,Lola Amarilis Alegria Bravo,Ávila
Pan,13.26,3,2025-10-31,Jose Luis Simón Arrieta Carpio,Salamanca
Aceite,13.91,2,2026-01-02,Augusto Larrañaga,Valencia
Café,3.64,1,2025-07-05,Carmen Barberá Manuel,Huelva
Pan,17.55,6,2025-10-15,Yaiza Amor Morán,Guipúzcoa
Azúcar,7.64,1,2026-04-26,Melania Vergara Prada,Barcelona
Pan,15.75,10,2026-05-09,Dan Bustos Castelló,Badajoz
Pan,2.35,9,2025-10-31,Samanta Villar-Rebollo,Huelva
Azúcar,6.61,3,2025-08-28,Vicente Florencio Rosales Barberá,Álava
Azúcar,14.85,8,2025-10-22,Belen Machado Teruel,Albacete
Pan,12.79,9,2025-09-20,Julio Pombo Iglesia,Salamanca
Pollo,3.0,6,2025-09-26,Loreto Casal Egea,Pontevedra
Café,16.42,3,2025-11-18,Beatriz Teruel Pol,Segovia
Queso,17.28,6,2025-09-17,Pepe Pedraza Andres,Ourense
Arroz,0.82,8,2026-02-07,Ibán Ruano Berrocal,Girona
Azúcar,4.87,8,2025-12-24,Azahara Julieta Casares Ferrero,Albacete
Café,18.34,1,2026-01-13,Loreto Araujo Cárdenas,Las Palmas
Café,19.2,9,2025-12-28,Francisco Javier de Benavent,Jaén
Pollo,18.48,3,2026-04-07,Mireia Sánchez Viana,Albacete
Pan,1.44,4,2025-11-18,Josué Berrocal-Quevedo,Ciudad
Pan,6.78,4,2025-06-02,Yolanda Hierro Nevado,Guadalajara
Leche,3.26,3,2025-08-22,Azucena Seguí Gallo,Sevilla
Pan,3.36,2,2026-04-20,Moisés Ferrera Mora,Murcia
Queso,11.91,2,2025-12-24,Maite Artigas Company,Girona
Queso,19.62,2,2025-06-07,Fanny Roig Fabregat,Lugo
Carne,13.29,9,2025-11-26,Xavier Aragón,Lugo
Arroz,13.52,5,2026-03-29,Clímaco Sáez Tejedor,Lugo
Azúcar,6.9,7,2025-12-11,Hector Lloret Yáñez,Alicante
Café,17.47,10,2025-11-22,Leire Hervia Benavente,La Rioja
Huevos,16.72,1,2026-03-04,Roldán Torrents-Agustín,Ávila
Azúcar,5.76,5,2025-07-08,Nidia Andreu,Almería
Leche,17.93,2,2025-12-16,Rafaela Sanchez-Benavides,Albacete
Carne,2.76,4,2025-09-22,Constanza Palacios Mariscal,Jaén
Carne,16.28,5,2025-06-22,Perlita Cuéllar-Somoza,Murcia
Café,5.02,5,2025-08-23,Coral Fabiana Elorza Isern,Toledo
Leche,11.6,3,2026-02-27,Eutimio Diego Amo,Huesca
Carne,2.99,7,2025-09-11,Leticia Bilbao Valenciano,Albacete
Aceite,7.54,10,2025-09-08,Heraclio Vall Zaragoza,Guadalajara
Arroz,0.62,2,2026-01-25,Olga Lloret Iglesia,Soria
Café,10.92,1,2026-01-11,Victor Manuel Zamora Valenciano,Palencia
Carne,3.12,3,2026-01-07,Azucena Gabaldón Navas,Álava
Huevos,7.33,4,2025-07-30,Haydée del Zaragoza,Guipúzcoa
Pollo,12.66,8,2025-12-30,Rosa María Ibarra,Soria
Café,12.24,7,2025-12-26,Ernesto del Barragán,La Rioja
Azúcar,4.57,7,2026-04-14,Florentina Pinto Valls,Granada
Huevos,1.21,2,2025-06-20,Rodolfo Montserrat-Soria,Baleares
Café,0.97,4,2025-09-20,Clímaco Royo-Rincón,Cáceres
Pan,18.45,1,2025-10-31,Isabel Olivé Santiago,Jaén
Aceite,7.36,4,2026-05-05,Zoraida Bou,Badajoz
Pollo,12.99,8,2026-03-06,Filomena Judith Solana Castañeda,Cuenca
Carne,7.34,8,2025-09-17,Modesto Palomar Lamas,Albacete
Huevos,19.46,2,2025-08-10,Jafet Pina Barbero,Ávila
Azúcar,9.86,8,2026-02-16,Celso Viña Sureda,Ceuta
Aceite,17.56,10,2025-06-13,Imelda Benita Camacho Barragán,Teruel
Aceite,0.99,4,2025-07-07,Emigdio de Benavides,Almería
Azúcar,7.07,5,2025-06-11,Ariel Alfredo Blanco Ferrández,Zamora
Pollo,1.8,5,2025-07-17,Abril Sanmiguel,Granada
Arroz,5.39,5,2026-03-08,Sofía Sanz-Antúnez,Almería
Pan,1.84,3,2026-03-23,Tito Frutos-Ribera,Murcia
Huevos,14.81,6,2025-07-20,Melisa Mariana Garriga Cabezas,Murcia
Café,2.06,7,2025-12-17,Claudio Verdú Bastida,Cádiz
Pollo,11.4,2,2025-10-17,Pedro Pazos,Vizcaya
Arroz,9.87,7,2025-11-16,Ibán Baquero Laguna,Navarra
Café,15.66,8,2025-08-21,Elpidio de Ferrándiz,Las Palmas
Arroz,19.69,9,2026-05-08,María Carmen Gilabert Sáenz,Toledo
Café,16.24,1,2026-02-21,Amalia de Rocha,Zaragoza
Huevos,11.5,10,2025-10-28,Narcisa Planas Ayala,Murcia
Leche,2.25,5,2026-04-18,Daniel Jacobo Azorin Zabaleta,Girona
Arroz,15.63,10,2026-03-21,Begoña Solís-Garrido,Ceuta
Queso,17.94,1,2026-02-05,Íñigo Salvador Agustín,Palencia
Pollo,4.26,7,2025-09-18,Ignacia Benito Suarez,Sevilla
Pollo,15.07,5,2025-09-30,Valentín Gimenez Crespo,Teruel
Queso,1.9,6,2026-01-19,Blas Romero Priego,Cuenca
Pan,19.3,2,2026-03-18,Gil Morata-Gilabert,Valencia
Carne,2.34,8,2025-12-05,Emigdio Prat Martínez,Jaén
Azúcar,12.93,8,2026-04-04,Francisco Javier Lledó Riquelme,Lleida
Leche,2.82,1,2025-12-17,Rogelio Montoya,Sevilla
Huevos,16.93,9,2025-07-19,Nerea del Alsina,Sevilla
Azúcar,3.49,10,2025-10-16,Inés Baños-Poza,Ceuta
Huevos,9.05,10,2026-02-26,Adriana Verdugo Folch,Toledo
Arroz,6.54,2,2026-03-11,Nazaret de Tejera,Segovia
Queso,10.76,7,2025-06-06,Lourdes Aznar Ponce,Cuenca
Café,3.68,5,2026-05-23,Aristides Barral,Córdoba
Café,9.34,10,2026-01-15,Fernando Villalobos Blanes,Pontevedra
Pan,2.54,4,2026-02-10,Anastasia Bermejo Barroso,Valencia
Carne,6.35,5,2025-05-29,Américo Perelló Ibáñez,Palencia
Carne,6.25,6,2026-05-04,Primitivo Fabra Infante,Madrid
Aceite,7.77,6,2025-06-08,Antonio Caballero Lozano,Álava
Café,4.44,1,2026-02-03,Fabio Gimenez Araujo,Santa Cruz de Tenerife
Aceite,14.01,9,2025-10-04,Noemí Benítez Llanos,Badajoz
Carne,14.75,2,2026-04-13,Lupita Aller Segura,Toledo
Pan,11.02,3,2025-10-13,Reina Pinedo Tolosa,Ourense
Huevos,4.97,3,2026-02-19,Marcio Ballester Larrea,Segovia
Arroz,10.51,1,2026-05-11,Candelas Ramos Rius,Salamanca
Huevos,3.47,6,2025-10-29,Lourdes Boix-Sandoval,Segovia
Carne,11.02,3,2025-12-09,Purificación Palomino Albero,Girona
Queso,18.11,3,2025-11-18,Soledad Domínguez Corominas,Alicante
Aceite,19.64,5,2026-04-16,Marina Costa Jerez,La Coruña
Arroz,17.34,3,2025-10-10,Raquel Sastre León,Valladolid
Aceite,7.16,3,2025-07-15,Néstor Bustamante Menendez,Jaén
Queso,12.45,4,2025-06-06,Bárbara Soler Roura,Huelva
Huevos,11.66,9,2025-10-25,Sara Fonseca,Castellón
Huevos,4.42,8,2026-01-03,Haydée Cabello Clavero,Las Palmas
Café,19.79,7,2025-07-25,Odalys de Marqués,Ávila
Aceite,6.17,8,2025-07-16,Leonardo Carro Prado,Lugo
Huevos,9.43,4,2025-10-19,María Luisa Muro Cámara,Baleares
Azúcar,14.37,9,2026-04-14,Dalila Bellido Pascual,Guadalajara
Huevos,14.71,2,2025-06-29,Julio Bauzà Melero,Ceuta
Huevos,4.86,2,2025-10-02,Primitiva Acedo Carro,Ciudad
Leche,12.22,1,2025-07-05,José Priego-Ferrera,León
Leche,3.48,7,2025-09-28,Delia Rey,Jaén
Café,15.5,3,2025-07-23,Lilia Rodrigo,Tarragona
Pollo,19.02,2,2025-11-30,Damián Jenaro Moll Cánovas,Soria
Queso,0.79,9,2026-01-29,Bienvenida Torrent Maza,Alicante
Huevos,7.82,9,2025-08-18,Rosa María Carnero Pacheco,La Coruña
Café,18.39,9,2025-12-23,Leandro Canet,Córdoba
Leche,11.57,4,2025-07-23,Enrique Duran Carretero,Toledo
Leche,13.7,9,2025-09-05,Amador Báez,Huelva
Pollo,16.28,6,2025-09-26,Fortunato Artemio Chaves Murcia,Melilla
Leche,7.4,3,2025-06-25,Ángela Patiño Vergara,Barcelona
Leche,19.9,3,2025-09-17,Lidia Mateo Mayol,Cádiz
Aceite,6.01,10,2026-04-15,Lara de González,Zamora
Pollo,7.16,6,2025-07-25,Pía Lamas Galán,La Rioja
Café,18.06,7,2026-05-10,Marita Puente Domingo,Barcelona
Arroz,1.24,7,2025-06-02,Rómulo Armas Solsona,Navarra
Pan,13.09,10,2026-01-09,Pacífica Espada Zaragoza,Alicante
Pollo,12.45,5,2026-04-04,Juan Antonio Agudo Benavides,Huesca
Leche,1.07,8,2025-12-24,Apolinar Cueto,Toledo
Café,0.64,6,2026-02-14,Dafne Adán Ariza,Burgos
Carne,13.94,10,2025-06-09,Brunilda Briones-Barragán,Toledo
Aceite,12.91,6,2025-06-22,Lope Salamanca,Ciudad
Leche,14.05,7,2025-07-18,Demetrio Pedrosa Sanjuan,Lugo
